MH,FITNESS
EHO,87000.0
EHO,73000.0
EHO,72900.0
EHO,60600.0
EHO,69500.0
EHO,63400.0
EHO,81300.0
EHO,85100.0
EHO,66400.0
EHO,74300.0
EHO,70600.0
EHO,32100.0
EHO,33900.0
EHO,36400.0
EHO,40200.0
EHO,31800.0
EHO,23200.0
EHO,4420.0
EHO,672.0
EHO,515.0
EHO,1270.0
EHO,1480.0
EHO,1580.0
EHO,863.0
EHO,35200.0
